Name,Release_Date,Genre,Cast,Duration,Country,IMDB
Desert of No Return,3/22/2018,Drama,"ChoSeong-ha,GongSang-ah,HaYoon-kyung,SongSeo-yool,JangBong-soo-I",106,SouthKorea,5.1
Romance to the Rescue,1/28/2022,"Romance,Comedy,TVMovie","BenjaminCharlesWatson,NathanWitte,LucieGuest,AndreaBrooks,MarcusRosner",84,"Canada,UnitedStatesofAmerica",5.7
Dear Doctor,7/27/2009,Drama,"Eita,HarukaIgawa,KimikoYo,TeruyukiKagawa,KaoruYachigusa",127,Japan,7
Last Seen Alive,5/19/2022,"Thriller,Action","AleksAlifirenkoJr.,RussellHornsby,CindyHogan,MatthewR.Staley,AlphonsoA'Qen-AtenJackson",95,UnitedStatesofAmerica,5.6
Contra,9/22/2020,Comedy,"ErnstStötzner,NilamFarooq,ChristophMariaHerbst,HassanAkkouch,MyriamAbbas",104,N/A,6.7
Club Fed,8/9/1990,Comedy,"AllenGarfield,BurtYoung,ShermanHemsley,JudyLanders,KarenBlack",93,N/A,3.2
U311 Cherkasy,2/27/2020,"Drama,War,Action","EvheniiLamakh,VitalinaBibliv,VadimLyalko,DmytroSova,RomanSemysal",102,Ukraine,6.5
2LDK,4/11/2003,"Drama,Horror,Comedy,Thriller","EikoKoike,KotaMizumori,MahoNonami,DaisukeKizaki,YorikoKamimura",70,Japan,6.8
Mon-Rak Transistor,12/28/2001,"Drama,Romance,Music,Comedy","SupakornKitsuwon,PorntipPapanai,AmponRattanawong,SiriyakornPukkavesh,SomlekSakdikul",115,Thailand,7.3
Too Late Blues,11/1/1961,Drama,"BobbyDarin,NickDennis,MarilynClark,ValAvery,MarioGallo",103,UnitedStatesofAmerica,6.9
The Gang's All Here,12/24/1943,"Comedy,Romance","PhilBaker,EdwardEverettHorton,BennyGoodman,JeanneCrain,FrankFaylen",103,UnitedStatesofAmerica,6.6
The Couple,10/30/2014,"Horror,Drama","SusharManaying,NatthaweeranuchThongmee,RavitTerdwong,SetthapongPhiangphor,PitchayaNitipaisankul",90,Thailand,5.6
Swingin' Models,2/18/1972,N/A,"RenaBergen,ClausTinney,IngridSteeger,BiancaHerr,JoachimRuschke",67,Germany,3.8
Spiritwalker,10/17/2021,"Mystery,Action,Fantasy","ParkYong-woo,YoonKye-sang,JuJin-mo,SeoHyun-woo,ParkJi-hwan",108,SouthKorea,6.2
Rize,1/15/2005,Documentary,"ChristopherToler,KevinRichardson,TommytheClown,LaNiña,Dragon",86,UnitedStatesofAmerica,7
Paracelsus,3/12/1943,Drama,"PeterMartinUrtel,FranzSchafheitlin,FritzRasp,HildeSessak,WernerKrauß",104,Germany,6.8
Let Him Have It,10/4/1991,Drama,"KarlJohnson,LindaBassett,JamesVilliers,IainCuthbertson,SerenaScottThomas",115,UnitedKingdom,7.2
Lan Yu,5/18/2001,"Romance,Drama","LiuYe,HuJun,HuatongLi,FangLu,ZhangShaohua",86,"China,HongKong",7.1
The Lakeside Murder Case,1/22/2004,"Mystery,Crime","FukumiKuroda,ShingoTsurumi,AkiraEmoto,KaoruSugita,KojiYakusho",118,Japan,6.2
Lady Daddy,1/14/2010,Comedy,"LeePil-mo,LeeNa-young,JungAe-yeon,KimHee-Soo,KimJi-seok",113,SouthKorea,5.9
High Tide,5/7/2020,Drama,"CristianSalguero,MarianaChaud,JorgeSesán,HéctorBordoni,GloriaCarrá",103,Argentina,5.3
The Divine Nymph,2/16/1975,"Drama,Romance","MichelePlacido,MarcelloMastroianni,LauraAntonelli,PieroDiIorio,DuilioDelPrete",115,Italy,5.8
The Discloser,7/20/2017,Thriller,"KimSang-kyung,ChoiGwi-hwa,ChoiMoo-seong,SeoHyun-woo,JungIl-woo",100,SouthKorea,5.9
F*ck Love Too,5/20/2022,"Comedy,Romance","GézaWeisz,RutgerVink,BoMaerten,VictoriaKoblenko,BettinaHolwerda",92,Netherlands,3.9
Trip,5/13/2022,Horror,"MajorDodge,BjorgvinArnarson,PeggySchott,AkashaBanksVillalobos,JillYoung",94,UnitedStatesofAmerica,3.5
Chip 'n Dale: Rescue Rangers,5/20/2022,"Adventure,Comedy,Family,Fantasy,Animation","JohnMulaney,FlulaBorg,SethRogen,WillArnett,ChrisParnell",96,UnitedStatesofAmerica,7
Torn Hearts,5/20/2022,"Horror,Thriller","JoshuaLeonard,ShilohFernandez,AbbyQuinn,KateySagal,AlexxisLemire",97,UnitedStatesofAmerica,5.1
Good Mourning,5/20/2022,Comedy,"MachineGunKelly,BeckyG,DoveCameron,MeganFox,JennaBoyd",93,UnitedStatesofAmerica,3.2
Dakota,4/1/2022,"Adventure,Family","AbbieCornish,PatrickMuldoon,LorenzoMcGovernZaini,WilliamBaldwin,LolaSultan",96,UnitedStatesofAmerica,6.1
Mayberry Man,9/23/2021,Comedy,"AliveaDisney-LaFavor,CraigLemons,JoelAlvarado,JayJ.Bidwell,BrettVarvel",98,UnitedStatesofAmerica,5.5
Floodlights,5/17/2022,Drama,"JonasArmstrong,MorvenChristie,GerardKearns,MaxFletcher,",79,UnitedKingdom,7.4
Dark Cloud,5/15/2022,"Adventure,Action,Mystery,ScienceFiction,Thriller,Drama,Fantasy","EmilyAtack,BrittanyBenjamin,JustenJones,ToussaintMorrison,JoelThingvall",81,UnitedStatesofAmerica,4.3
Violent Is the Word for Curly,7/2/1938,Comedy,"LarryFine,BudJamison,AlThompson,BeatriceBlinn,CurlyHoward",18,UnitedStatesofAmerica,7.8
Felix Austria,1/16/2020,"Romance,History","MarynaKoshkina,RomanLutskyi,IrmaVitovska,NataliiaVasko,MariannaJanuszewicz",103,Ukraine,6.4
The Man with Nine Lives,4/18/1940,ScienceFiction,"JoAnnSayers,ByronFoulger,MintaDurfee,RogerPryor,EddieDew",74,UnitedStatesofAmerica,6.5
The Man They Could Not Hang,8/17/1939,ScienceFiction,"DonBeddoe,BorisKarloff,StanleyBlystone,GeorgeAnderson,ByronFoulger",64,UnitedStatesofAmerica,6.8
The Making of a Lady,12/19/2012,"Drama,TVMovie","LydiaWilson,JoannaLumley,LinusRoache,JamesD'Arcy,SarahRidgeway",95,N/A,6.7
The Boogie Man Will Get You,10/22/1942,"Comedy,Horror","JeffDonnell,BorisKarloff,MaxieRosenbloom,FrankMitchell,FrankPuglia",66,UnitedStatesofAmerica,5.8
Swedes in America,11/8/1943,Documentary,"IngridBergman,",17,UnitedStatesofAmerica,6.5
Shadows of Light,6/21/2020,Documentary,"SturlaViðarJakobsson,MarioKolb,PabloC.Ursusson,OkoiThierryJones,Belphegor",41,"Austria,Germany",N/A
Saved by the Belle,6/30/1939,Comedy,"LarryFine,CarmenLaroux,CurlyHoward,MoeHoward,LeRoyMason",18,UnitedStatesofAmerica,6.8
Melody,3/28/1971,"Comedy,Drama,Romance","JackWild,MarkLester,SheilaSteafel,LesleyRoach,AshleyKnight",103,UnitedKingdom,7.6
The Island of Lies,5/14/2020,"Drama,Thriller,Mystery","NereaBarros,MiloTaboada,CelsoBugallo,PedroGaliza,JavierTolosa",94,"Argentina,Portugal,Spain",5.8
Karen Dalton: In My Own Time,8/15/2021,Documentary,"NickCave,LacyJ.Dalton,RickMoody,AngelOlsen,VanessaCarlton",85,UnitedStatesofAmerica,7.6
Hillsong: Let Hope Rise,9/16/2016,Documentary,"JonathonDouglass,AdamCrosariol,BobbieHouston,TayaSmith,JadGillies",103,N/A,6.1
Higher Than a Kite,7/30/1943,Comedy,"DickCurtis,VernonDent,MoeHoward,JoeGarcio,LarryFine",18,UnitedStatesofAmerica,7.3
Guns for San Sebastian,3/20/1968,Western,"CharlesBronson,JaimeFernández,RosaFurman,AnthonyQuinn,SamJaffe",111,"Italy,Mexico,France",6.5
For All Mankind,11/1/1989,"Documentary,History","JimLovell,MichaelCollins,CharlesConrad,JohnYoung,BuzzAldrin",80,UnitedStatesofAmerica,8.1
Cole,9/15/2009,"Drama,Romance","KandyseMcClure,SonjaBennett,RicharddeKlerk,StephenE.Miller,RebeccaJenkins",95,N/A,6.8
Chronicle of a Passion,1/1/1973,Drama,"JanDecleir,HildeUitterlinden,DoravanderGroen,LilianeVincent,RaouldeManez",105,Belgium,6.1
Blind Date,6/1/1984,"Horror,Thriller","JosephBottoms,LanaClarkson,KeirDullea,LouisSheldon,MichaelHowe",95,"Greece,UnitedStatesofAmerica",4.8
Asia's Deadliest Snakes,1/1/2010,"Documentary,Adventure","Dr.BryanGriegFry,",49,Singapore,7
Alien Private Eye,12/1/1989,"ScienceFiction,Action","RobertAxelrod,NicholasHill,ChristinaCardan,JohnAlexander,LeeannLee",95,UnitedStatesofAmerica,4.1
A Long Walk,4/1/2006,Drama,"KenOgata,KiwakoHarada,SakiTakaoka,EijiOkuda,ShotaMatsuda",136,Japan,7.1
3000 Nights,10/15/2015,Drama,"YussufAbu-Warda,KarimSaleh,RaidaAdon,AliciaSánchez,MaisaAbdElhadi",103,"UnitedArabEmirates,Jordan,PalestinianTerritory,Lebanon,France,Qatar",7
Teardrop,5/11/2022,"TVMovie,Mystery,Horror,Western","JeffBranson,MonroeCline,StevenM.Porter,BradleyFisher,MeredithJackson",88,UnitedStatesofAmerica,4.2
Heart of the Matter,5/15/2022,"TVMovie,Drama","GailO'Grady,AimeeTeegarden,RafRogers,TanjaDixon-Warren,ChandlerMassey",84,"Canada,UnitedStatesofAmerica",6.6
Cyber Hell: Exposing an Internet Horror,5/17/2022,Documentary,N/A,105,SouthKorea,6.5
A Perfect Pairing,5/19/2022,"Romance,Comedy","CraigHorner,LucyDurack,AdamDemos,LucaSardelis,VictoriaJustice",101,"Australia,UnitedStatesofAmerica",6.1
You're Telling Me!,3/18/1934,Comedy,"BusterCrabbe,DellHenderson,TammanyYoung,RobertMcKenzie,GeorgeIrving",66,UnitedStatesofAmerica,7.5
Trapped Ashes,9/12/2006,Horror,"RyoIshibashi,JayceBartok,TahmohPenikett,LaraHarris,ScottLowell",105,"UnitedStatesofAmerica,Japan",4.7
The Young Savages,5/24/1961,"Crime,Action,Drama,Thriller","EdwardAndrews,RobertaShore,MiltonSelzer,ShelleyWinters,BurtLancaster",103,UnitedStatesofAmerica,6.9
The Wackiest Ship in the Army,12/29/1960,"Comedy,War","JackLemmon,TomTully,WarrenBerlinger,MikeKellin,ChipsRafferty",99,UnitedStatesofAmerica,6.3
The Third Secret,2/2/1964,"Drama,Thriller,Crime","PamelaFranklin,RichardAttenborough,AlanWebb,DianeCilento,StephenBoyd",103,UnitedKingdom,6.5
The Bitter Stems,11/4/1956,"Thriller,Drama","AnalíaGadé,CarmenGiménez,GeorgeHilton,CarlosCores,JuliaSandoval",92,Argentina,7.6
The Ballad of Tam Lin,12/1/1970,"Thriller,Horror","IanMcShane,AvaGardner,StephanieBeacham,BruceRobinson,FabiaDrake",106,UnitedKingdom,5.8
Lou Reed &amp; John Cale: Songs for Drella,1/17/1990,"Music,Documentary","LouReed,JohnCale,",57,"UnitedKingdom,UnitedStatesofAmerica",7.9
Look in Any Window,1/29/1961,Drama,"GigiPerreau,RuthRoman,AlexNicol,PaulAnka,JackCassidy",87,UnitedStatesofAmerica,5.4
