Name,Release_Date,Genre,Cast,Duration,Country,IMDB
What The Nanny Saw,4/29/2022,"Thriller,Crime,TVMovie,Drama","LindsayHartley,RyanFrancis,LaurieFortier,ChristyTate,SabreenaIman",85,UnitedStatesofAmerica,4.6
Les Girls,10/3/1957,"Music,Comedy,Romance","GeneKelly,JacquesBergerac,MitziGaynor,TainaElg,HenryDaniell",114,UnitedStatesofAmerica,6.6
The Storms of Jeremy Thomas,12/10/2021,Documentary,"TildaSwinton,MarkCousins,DebraWinger,JeremyThomas,",94,UnitedKingdom,6.4
The Bodyguard,2/15/1984,Comedy,"GérardJugnot,ElisaServier,JaneBirkin,DidierKaminka,SamiFrey",100,France,4.7
Suitcase Killer: The Melanie McGuire Story,6/18/2022,"Drama,TVMovie","CandiceKing,JacksonHurst,WendieMalick,MichaelRoark,",85,UnitedStatesofAmerica,6
HyperNormalisation,10/25/2016,Documentary,"HenryKissinger,VladimirPutin,DonaldTrump,RonaldReagan,GordonBrown",167,UnitedKingdom,8.2
Stolen in Her Sleep,4/25/2022,"TVMovie,Mystery,Thriller","AliciaLeighWillis,MeredithThomas,MorganBradley,JasonCook,BrittGeorge",85,"Canada,UnitedStatesofAmerica",6.2
Moriah's Lighthouse,6/18/2022,"TVMovie,Romance,Comedy","SergeDupire,JerryDiGiacomo,RachelleLefevre,LukeMacfarlane,ValériaCavalli",84,"Canada,France,UnitedStatesofAmerica",6.4
Grace Jones: Bloodlight and Bami,10/25/2017,"Music,Documentary","GraceJones,Lowell""Sly""Dunbar,RobbieShakespeare,Jean-PaulGoude,",115,Ireland,6.2
Mommy's Little Star,5/6/2022,"Thriller,Crime,TVMovie","EricaAnderson,DavidLafontaine,PujaUppal,FallonBowman,DeannaJarvis",85,Canada,5.5
Girls Step,9/12/2015,"Comedy,Drama","AnnaIshii,MikaAkizuki,MikuUehara,ShunsukeDaitô,FukaKoshiba",115,Japan,6.5
From Other Worlds,10/29/2004,"ScienceFiction,Comedy","CaraBuono,MelissaLeo,HelenHanft,IsaachDeBankolé,QuinnShephard",88,UnitedStatesofAmerica,4.9
Love Triangle Nightmare,6/17/2022,Thriller,"GlendaBraganza,JaNaeArmogan,JeffTeravainen,SarahCleveland,RebeccaAmzallag",85,Canada,5.6
Daughters of the Dust,1/15/1992,"Drama,Romance","TommyRedmondHicks,BahniTurpin,CherylLynnBruce,TonyKing,AdisaAnderson",112,UnitedStatesofAmerica,6.6
Killer Rivalry,4/22/2022,Thriller,"MattSocia,AlexandraHarris,AnnaMarieDobbins,VincentMarquez,ShantelleLeeCuevas",85,UnitedStatesofAmerica,5.7
Here Kills the Bride,5/31/2022,"TVMovie,Thriller","AshleeFüss,BertilaDamas,FernandoBelo,ErinPineda,JenniferChristaPalmer",86,UnitedStatesofAmerica,5.5
Doula,4/21/2022,Comedy,"TroianBellisario,ArronShiver,WillJanowitz,WillGreenberg,AmandaWalsh",105,UnitedStatesofAmerica,4.2
Civil: Ben Crump,6/17/2022,Documentary,"BenjaminCrump,",102,UnitedStatesofAmerica,5.4
American Carnage,7/15/2022,"Horror,Comedy","YumarieMorales,BrettCullen,JennaOrtega,EricDane,JorgeDiaz",98,UnitedStatesofAmerica,4.9
The Sessions Draymond Green,6/10/2022,Documentary,"SteveKerr,DraymondGreen,DeepakChopra,TomIzzo,DeviBrown",40,UnitedStatesofAmerica,6.8
The Phantom of the Open,3/18/2022,"Drama,Comedy","JakeDavies,IanPorter,ChristianLees,RhysIfans,SimonFarnaby",102,UnitedKingdom,7.1
The Good Neighbor,6/17/2022,Thriller,"LukeKleintank,EloiseSmyth,TomsLiepājnieks,BruceDavison,JonathanRhysMeyers",97,"Latvia,UnitedStatesofAmerica",6.1
Snoop Dogg's Fcn Around Comedy Special,6/16/2022,"Documentary,Music,Comedy","KattWilliams,GuyTorry,MikeEpps,MelanieComarcho,SnoopDogg",67,UnitedStatesofAmerica,5.2
Mid-Century,6/17/2022,"Horror,Thriller","SarahHay,ShaneWest,BruceDern,AnnapurnaSriram,EllenToland",105,UnitedStatesofAmerica,3.3
Ip Man: The Awakening,6/21/2022,Action,"TseMiu,HouTongjiang,SergioDeIeso,ChenGuanying,GuLei",80,China,4.6
First Love,7/7/2022,Romance,"SydneyPark,DianeKruger,HeroFiennesTiffin,JeffreyDonovan,",96,UnitedStatesofAmerica,4.6
Blowback,6/17/2022,"Action,Thriller,Crime","RandyCouture,CamGigandet,LouisMandylor,WilliamMcNamara,TexasBattle",93,UnitedStatesofAmerica,4.2
The Lost Girls,6/17/2022,"Drama,Fantasy","VanessaRedgrave,IainGlen,JoelyRichardson,Ella-RaeSmith,LouisPartridge",107,UnitedKingdom,2.8
Cha Cha Real Smooth,6/17/2022,"Comedy,Drama,Romance","EvanAssante,CooperRaiff,DakotaJohnson,LeslieMann,RaúlCastillo",107,UnitedStatesofAmerica,7.3
Collision,6/16/2022,"Thriller,Crime","LangleyKirkwood,TessaJubber,VuyoDabula,ZoeySneedon,MphoSebeng",99,SouthAfrica,4
Jerry &amp; Marge Go Large,6/15/2022,Comedy,"RainnWilson,AnnHarada,AnnetteBening,UlySchlesinger,LarryWilmore",90,UnitedStatesofAmerica,6.9
"Good Luck to You, Leo Grande",6/17/2022,"Comedy,Romance,Drama","IsabellaLaughland,EmmaThompson,DarylMcCormack,LennieBeare,LesMabaleka",97,UnitedKingdom,7.2
Raging Hell Fires,8/20/1977,"Mystery,Drama","AsamiOgawa,YûkoAsuka,EimeiEsumi,MasakazuKuwayama,NobutakaMasutomi",92,Japan,5.7
There's a Bone in the Mill,6/20/1974,Comedy,"MichelGalabru,PaulPréboist,DarryCowl,DanielPrévost,HenriGuybet",90,N/A,4.2
What Happened Was...,9/9/1994,"Drama,Comedy,Romance","TomNoonan,KarenSillas,",91,UnitedStatesofAmerica,7.2
War Hunt,5/1/1962,"War,Drama","WilliamChallee,CharlesAidman,JohnSaxon,AnthonyRay,SydneyPollack",83,UnitedStatesofAmerica,6.3
The Whole Wide World,9/8/1996,"Romance,Drama","VincentD'Onofrio,RenéeZellweger,AnnWedgeworth,HarvePresnell,BenjaminMouton",106,UnitedStatesofAmerica,7.1
The Ship That Died of Shame,4/19/1955,"Crime,Drama","GeorgeBaker,RolandCulver,RalphTruman,BillOwen,VirginiaMcKenna",95,UnitedKingdom,6.7
The Secret,10/9/1974,"Drama,Mystery,Thriller","Jean-LouisTrintignant,MarlèneJobert,MauriceVallier,FrédéricSantaya,PhilippeNoiret",102,"France,Italy",6.7
The Second Is a Christian,9/14/1985,"Comedy,Crime","KoichiIwaki,AkiraEmoto,RinoKatase,EtsukoShihomi,SôYamamura",101,Japan,5.5
The Man in the Sky,1/24/1957,Drama,"JackHawkins,ElizabethSellars,LionelJeffries,DonaldPleasence,MegsJenkins",87,UnitedKingdom,6.8
The Laughing Policeman,12/20/1973,"Crime,Drama,Thriller","BruceDern,LouisGossettJr.,WalterMatthau,AnthonyZerbe,AlbertPaulsen",112,UnitedStatesofAmerica,6.3
The Intruder,11/19/1999,Thriller,"JohnHannah,CharlotteGainsbourg,CharlesPapasoff,NastassjaKinski,MollyParker",90,"Canada,UnitedKingdom",4.8
The Big Knife,10/25/1955,"Crime,Drama","JackPalance,IdaLupino,JeanHagen,ShelleyWinters,RodSteiger",111,UnitedStatesofAmerica,6.8
The Bad News Bears in Breaking Training,7/8/1977,"Comedy,Family","JimmyBaio,JackieEarleHaley,CliftonJames,WilliamDevane,ChristopherDanielBarnes",100,UnitedStatesofAmerica,5.6
The Adventure of Denchu-Kozo,1/1/1987,"Comedy,Horror,ScienceFiction","NobuKanaoka,KeiFujiwara,ShinyaTsukamoto,TomoroTaguchi,",47,Japan,6.5
Supermarket Woman,6/15/1996,Comedy,"MansakuFuwa,ShirôItô,YokoNogiwa,NobukoMiyamoto,NaomasaMusaka",127,Japan,7.2
Swimming Out Till the Sea Turns Blue,5/28/2021,Documentary,"HuifangDuan,PingwaJia,LiangHong,HuaYu,",112,China,6.4
Small Change,3/17/1976,"Comedy,Drama","Jean-FrançoisStévenin,MarcelBerbert,VirginieThévenet,FrançoisTruffaut,LauraTruffaut",104,France,7.6
Sex of the Witch,1/1/1973,"Horror,Thriller","FrancoGarofalo,CamilleKeaton,SergioFerrero,DonaldO'Brien,JessicaDublin",80,Italy,4.3
School for Sex,1/4/1969,Comedy,"DerekAylward,NosherPowell,FrançoisePascal,RoseAlba,VicWise",77,UnitedKingdom,3.7
Robot Carnival,7/21/1987,"Animation,ScienceFiction","KatsueMiwa,KumikoTakizawa,ChisaYokoyama,NarikoFujieda,AyaMurata",92,Japan,6.8
Once Around,1/18/1991,"Romance,Drama,Comedy","RichardDreyfuss,HollyHunter,RoxanneHart,DantonStone,DannyAiello",115,UnitedStatesofAmerica,6.5
The Magic Box,1/1/1952,Drama,"MargaretJohnston,MariaSchell,EdwardChapman,RobertDonat,MartinBoddey",118,UnitedKingdom,7
The Anarchists,11/11/2015,"Thriller,Drama,History","CédricKahn,AdèleExarchopoulos,SwannArlaud,TaharRahim,AudreyBonnet",101,France,5.7
Time of the Wolves,1/21/1970,Crime,"GenevièveThénier,RobertHossein,CharlesAznavour,VirnaLisi,HenriCrémieux",105,"Italy,France",5.5
In the Cold of the Night,8/16/1990,"Drama,Horror,Thriller,Romance,Mystery","TippiHedren,JeffLester,AdrianneSachs,BrianThompson,DavidSoul",112,UnitedStatesofAmerica,4.5
Habit,8/31/1996,"Thriller,Horror","LarryFessenden,MeredithSnaider,HeatherWoodbury,KellyReichardt,PatriciaColeman",113,UnitedStatesofAmerica,6.4
Dark Water,7/13/2017,"Drama,Horror,Thriller","DmitriyBogdan,IrinaStarshenbaum,InnaEgorova,NatalyaShaposhnikova,SergeyBelyy",113,Russia,4.7
Charles and Lucie,9/5/1979,"Romance,Drama,Comedy","GeorgesClaisse,DanielCeccaldi,GinetteGarcin,GuyGrosso,Jean-MarieProslier",98,France,6.3
Cándida,12/22/2006,"Drama,Comedy","JorgeBosch,VíctorMonigote,RocíoCalvo,RaúlPeña,SoledadMallol",103,Spain,6.4
Bandits,6/3/1987,Drama,"CharlesGérard,JeanYanne,FrançoiseBette,HélèneSurgère,CorinneMarchand",111,France,6.3
A Chinese Tall Story,12/22/2005,Fantasy,"FanBingbing,CharleneChoi,ChenBolin,NicholasTse,YuenWah",103,"HongKong,China",4.9
Mad God,6/16/2022,"Fantasy,Animation,ScienceFiction,Horror","AlexCox,BrynnTaylor,HarperTaylor,SatishRatakonda,NiketaRoman",83,UnitedStatesofAmerica,6.8
Father of the Bride,7/21/2022,"Romance,Comedy","AndyGarcía,DiegoBoneta,EnriqueMurciano,GloriaEstefan,AdriaArjona",117,UnitedStatesofAmerica,5.9
Aloha with Love,3/23/2022,"TVMovie,Comedy,Romance","TrevorDonovan,TiffanySmith,JamesPreston,KathleenKinmont,MichaelPerl",98,UnitedStatesofAmerica,5.9
Centauro,6/15/2022,"Action,Crime,Thriller","ÀlexMonner,CarlosBardem,BegonaVargas,SebastianCiontescu,AdriánGarín",89,Spain,5.3
The Wrath of God,6/15/2022,Thriller,"JuanMinujín,MacarenaAchaga,OrnellaD'Elía,MónicaAntonópulos,DiegoPeretti",97,Argentina,5.7
Heart Parade,6/15/2022,"Romance,Comedy","IwoRajski,AnnaPróchniak,PiotrRogucki,MonikaKrzywkowska,KamilSzeptycki",108,Poland,5
"Swap Me, Baby",6/15/2022,Comedy,"AvaBogle,FalkHentschel,KimberlyLeemans,CharlieThiel,",82,UnitedStatesofAmerica,5.4
Cryo,4/28/2022,"Thriller,ScienceFiction,Mystery","JyllianPetrie,MichaelFlynn,CurtDoussett,MasonD.Davis,EmilyMariePalmer",89,UnitedStatesofAmerica,4.6
FAR. The Story of a Journey around the World,3/27/2017,Documentary,"PatrickAllgaier,GwendolinWeisser,",128,Germany,8.2
We Are All for the Fatherland,1/1/1979,Documentary,N/A,74,"Lebanon,Canada,France",6.2
Halftime,6/8/2022,Documentary,"BenAffleck,JenniferLopez,",95,UnitedStatesofAmerica,6.5
Isolated,6/14/2022,Thriller,"LannyJoon,KateLynnE.Newberry,DavidSolomonAbrams,",99,UnitedStatesofAmerica,3.1
The Optimists of Nine Elms,10/17/1973,Drama,"DavidDaker,MarjorieYates,PeterSellers,PatriciaBrake,TommyWright",110,UnitedKingdom,6.7
Nowhere to Go,12/2/1958,"Thriller,Crime","GeorgeNader,MaggieSmith,BernardLee,HarryH.Corbett,GeoffreyKeen",89,UnitedKingdom,6.8
Malevil,5/13/1981,"ScienceFiction,Drama","Jean-LouisTrintignant,JacquesDutronc,MichelSerrault,RobertDhéry,JacquesVilleret",120,"Germany,France",6.5
People in Luck,4/26/1963,Comedy,"GuyTréjan,YvonneClech,FrançoisPérier,MireilleDarc,NoëlRoquevert",95,France,5.9
The Doctor's Horrible Experiment,1/1/1959,"Drama,Horror,TVMovie","Jean-LouisBarrault,MichelVitold,SylvianeMargollé,TeddyBilis,JacquesDanoville",95,France,6.6
The Margin,9/22/1976,Drama,"AndréFalcon,JoeDallesandro,LouiseChevalier,DenisManuel,CarloNell",88,France,5.2
King Size,5/2/1988,Comedy,"BronisławWrocławski,WitoldPyrkosz,JacekChmielnik,KatarzynaFigura,JoachimLamża",105,Poland,7.3
Kingdom of Conquerors,3/15/2013,"War,Action,History,Drama","ParkYe-jin,徐錦江,GengLe,TuMen,XiaoRanLi",100,"SouthKorea,China,Japan",5.6
The Nanny’s Night,6/21/2022,"Comedy,Horror","JuanCarlosVellido,JavierBódalo,AntonioMayans,DianaPeñalver,DavidM.Santana",73,Spain,3.4
Terror Trips,6/14/2022,"Horror,Thriller","HannahFierman,ChaneyMorrow,DamianMaffei,L.C.Holt,AbigailEsmenaFroehle",87,UnitedStatesofAmerica,3.5
Japan's Don,1/22/1977,"Drama,Crime","KôNishimura,HirokiMatsukata,AsaoKoike,SonnyChiba,AsaoUchida",132,Japan,6.2
Quickening,9/12/2021,Drama,"AshirAzeem,",88,Canada,5.4
Imitation of Life,11/23/1934,"Drama,Romance","ClaudetteColbert,WarrenWilliam,LouiseBeavers,NedSparks,WyndhamStanding",111,UnitedStatesofAmerica,7.5
Haze,1/1/2005,"Horror,Mystery","TakahiroMurase,ShinyaTsukamoto,KaoriFujii,MasatoTsujioka,MaoSaito",49,Japan,6.4
Iron Cross: The Road to Normandy,6/13/2022,War,"TinoStruckmann,OlivierGruner,KimSønderholm,DamianChapa,JackDimich",104,UnitedStatesofAmerica,4
Erzulie,6/14/2022,"Horror,Fantasy,Adventure","ZoeGraham,ElizabethTrieu,JasonKirkpatrick,AlexanderBiglane,TimecaM.Seretti",90,UnitedStatesofAmerica,6
Geordie,9/2/1955,"Comedy,Drama,Romance","BillTravers,JamesonClark,MollyUrquhart,AlastairSim,MilesMalleson",95,UnitedKingdom,6.9
Bloody Summer Camp,6/12/2021,Horror,"FelissaRose,MatthewSharpe,DaveSheridan,ShawnC.Phillips,RickJermain",125,UnitedStatesofAmerica,4.1
Blood In The Water,9/2/2022,"Horror,Thriller","JamieRobertson,FaithKiggundu,AndrewRolfe,Amanda-JadeTyler,GeorgieBanks",78,UnitedKingdom,2.5
Deadly Yoga Retreat,6/5/2022,"TVMovie,Thriller","DanielleC.Ryan,JonathanBennett,",85,UnitedStatesofAmerica,4.7
A Job to Die For,5/15/2022,"TVMovie,Thriller","MaeveQuinlan,RevellCarpenter,SarahVoigt,CatherineCalloway,DarrenJohnson",87,UnitedStatesofAmerica,5.2
The Bob's Burgers Movie,5/26/2022,"Comedy,Adventure,Animation","JohnRoberts,DanMintz,EugeneMirman,KristenSchaal,LarryMurphy",102,UnitedStatesofAmerica,7
Watcher,6/3/2022,"Thriller,Mystery,Horror","MadalinaAnea,MaikaMonroe,KarlGlusman,TudorPetruț,BurnGorman",91,"UnitedArabEmirates,UnitedStatesofAmerica",6.3
Caribbean Summer,6/11/2022,"TVMovie,Comedy,Romance","Ser'DariusBlain,HeatherHemmens,MelissaJames,TashaLim,BuomThihngang",84,"UnitedStatesofAmerica,Canada",6.6
King Tweety,6/13/2022,"Animation,Family,Comedy","EricBauza,CandiMilo,NiccoleThurman,FlulaBorg,DanaDeLorenzo",72,UnitedStatesofAmerica,5.4
Crawlspace,3/31/2022,"Thriller,Action","HenryThomas,OliviaTaylorDudley,JenniferRobertson,CatherineLoughHaggquist,BradleyStryker",86,UnitedStatesofAmerica,4.7
Turbo Cola,12/22/2021,Drama,"AnthonyNotarile,JamesAndrewO'Connor,MichaelZuccola,DavidJoshLawrence,JordynDenning",94,UnitedStatesofAmerica,4.7
Missing and Alone,12/3/2021,Thriller,"CindyMarieSmall,MeganBest,VerityMarks,AlexPoch-Goldin,JesseNobess",86,UnitedStatesofAmerica,5.4
Pete Davidson Presents: The Best Friends,6/13/2022,Comedy,"PeteDavidson,MachineGunKelly,JordanRock,GiulioGallarotti,CarlyAquilino",58,UnitedStatesofAmerica,4.7
Zoom Up: Rape Site,9/8/1979,"Horror,Drama","YôkoAzusa,KazuoSatake,TatsuyaHamaguchi,RyoichiSato,ErinaMiyai",67,Japan,5
Tragic Ceremony,12/20/1972,Horror,"TonyIsbert,LuigiPistilli,LucianaPaluzzi,CamilleKeaton,IrinaDemick",82,"Italy,Spain",5.5
They Who Dare,2/2/1954,War,"DenholmElliott,AkimTamiroff,HaroldSiddons,DirkBogarde,EricPohlmann",107,UnitedKingdom,5.5
The Trap,4/7/1966,"Adventure,Drama,Romance","WalterMarsh,RitaTushingham,LindaGoranson,OliverReed,BlainFairman",106,"Canada,UnitedKingdom",7.2
The Snowy Day,11/25/2016,Animation,"ReginaKing,Jamie-LynnSigler,LaurenceFishburne,DonielleT.HansleyJr.,AngelaBassett",38,UnitedStatesofAmerica,7.4
The Secret Killer,4/7/1965,"Thriller,Crime,Adventure","Marie-FrancePisier,RogerDutoit,RobertHossein,MichelDacquin,AnneCarrère",90,"France,Italy,Spain",6.7
The Mass Is Over,11/15/1985,"Drama,Comedy","MargaritaLozano,MarcoMesseri,NanniMoretti,DarioCantarelli,RobertoVezzosi",94,Italy,7.1
Teacher's Pet,1/16/2004,"Family,Music,Comedy,Animation,Drama","ShaunFleming,DavidOgdenStiers,PaulReubens,JayThomas,JerryStiller",74,UnitedStatesofAmerica,5.7
Star of David: Beauty Hunting,10/27/1979,"Thriller,Horror","HiroshiNawa,ReiOkamoto,ToshihikoOda,ShôheiYamamoto,BuntaSugawara",100,Japan,5.9
Return of Sabata,9/3/1971,Western,"ReinerSchöne,VassiliKaris,GiampieroAlbertini,LeeVanCleef,IgnazioSpalla",100,"France,Italy,Germany,Yugoslavia",5.6
Prime Target,9/29/1989,"Drama,Action,Crime,TVMovie","AngieDickinson,JosephBologna,YaphetKotto,JoeRegalbuto,DavidSoul",100,UnitedStatesofAmerica,5.2
Olympia Part Two: Festival of Beauty,4/20/1938,Documentary,"JackBeresford,AdolfHitler,RalfBerzsenyi,RichardDegener,FerencCsík",100,Germany,7.7
Olympia Part One: Festival of the Nations,4/20/1938,Documentary,"AdolfHitler,RudolfHeß,LeniRiefenstahl,JesseOwens,JosephGoebbels",126,Germany,7.8
Meet the Donors: Does Money Talk?,8/1/2016,Documentary,"CarolynMaloney,TomSteyer,",66,UnitedStatesofAmerica,6.5
Master of the House,10/5/1925,"Comedy,Drama","KarinNellemose,AstridHolm,MathildeNielsen,ByrilHarvig,JohannesMeyer",107,Denmark,7.1
The Broken Commandment,4/6/1962,Drama,"ShihoFujimura,JunHamamura,EijiFunakoshi,RaizōIchikawa,KyôkoKishida",119,Japan,6.9
Enid,11/16/2009,Drama,"DenisLawson,ClaireRushbrook,HelenaBonhamCarter,PookyQuesnel,RamonaMarquez",82,UnitedStatesofAmerica,6.6
Dragon Fight,9/1/1989,Action,"StephenChow,NinaLiChi,MarkWilliams,MichaelMcFall,DickWei",96,"HongKong,UnitedStatesofAmerica",5.9
Yuri Marçal: Honest Mistake,6/2/2022,Comedy,"YuriMarçal,",59,N/A,6.2
Top Gunner: Danger Zone,5/20/2022,Action,"JackPearson,MichaelParé,EdwinModlinII,TorreyRichardson,DavidThomasNewman",86,UnitedStatesofAmerica,1.8
Thar,5/6/2022,"Western,Crime,Thriller,Drama,Action","FatimaSanaShaikh,AnilKapoor,AkshayOberoi,JitendraJoshi,HarshvardhanKapoor",108,India,6
Rumspringa,4/29/2022,"Comedy,Drama","NicoleJohannhanwahr-Balk,TijanMarei,RauandTaleb,LeonUllrich,GizemEmre",102,Germany,5.4
Damaged Lives,9/15/1933,Drama,"JasonRobardsSr.,MarcelineDay,MurrayKinnell,HarryMyers,CeciliaParker",61,"UnitedStatesofAmerica,Canada",4.5
Happily Never After,5/17/2022,Thriller,"ErinnFredin,AlexisAllotta,RichHolton,LynneBaker,EmilieModaff",83,UnitedStatesofAmerica,5.3
China's Megatomb Revealed,10/16/2016,"Documentary,TVMovie","AlbertYu-MinLin,",95,UnitedKingdom,6.3
Cannon for Cordoba,10/1/1970,"Adventure,Action,Western","GeorgePeppard,FrancineYork,PeteDuel,RafVallone,DonGordon",97,UnitedStatesofAmerica,5.7
Escaping Captivity: The Kara Robinson Story,9/26/2021,Documentary,"KaraRobinsonChamberlain,DebraJohnson,RonRobinson,JackKuenzie,KevinPate",87,UnitedStatesofAmerica,7
Breaking In,10/13/1989,"Adventure,Crime,Action,Comedy","CaseySiemaszko,AlbertSalmi,BurtReynolds,SheilaKelley,HarryCarey,Jr.",94,UnitedStatesofAmerica,6.1
Breaded Life,4/16/2021,"Comedy,Drama","LateefAdedimeji,BimboAdemoye,BisolaAiyeola,KarenAjimobi,NkechiBlessing",120,Nigeria,7.8
B-Boy Blues,11/3/2021,Drama,"BrandeeEvans,LedisiAnibadeYoung,MarquiseVilson,OtisWinston,TimothyRichardson",103,UnitedStatesofAmerica,3.3
As It's Remembered,4/11/2022,"Drama,Thriller,ScienceFiction",N/A,75,UnitedStatesofAmerica,4.3
Beyond Infinity: Buzz and the Journey to Lightyear,6/10/2022,Documentary,"JeffPidgeon,PeteDocter,AngusMacLane,TimAllen,AndrewStanton",35,UnitedStatesofAmerica,6.3
Women Without Men,7/1/2009,Drama,"BijanDaneshmand,NavidNavid,PegahFerydoni,OrsolyaTóth,AritaShahrzad",95,"Iran,Germany,Italy,Austria,Morocco,Ukraine,France",6.3
Whale Island,4/1/2021,Documentary,"Hung-ChiLiao,RayChin,",108,Taiwan,7.3
The Nest of the Cuckoo Birds,5/16/1965,"Horror,Drama","AnnLong,JackieScelza,ChuckFrankle,BertWilliams,",81,UnitedStatesofAmerica,5
Red Line 7000,11/9/1965,"Drama,Action","CharleneHolt,MariannaHill,TeriGarr,NormanAlden,JamesCaan",110,UnitedStatesofAmerica,5.6
Fairy in a Cage,6/4/1977,Drama,"MinoruÔkôchi,HirokazuInoue,ReiOkamoto,NaomiTani,IchiroKijima",70,Japan,5.5
Lydia Lunch: The War Is Never Over,8/15/2019,Documentary,"LydiaLunch,HenryRollins,DonitaSparks,ThurstonMoore,RichardKern",75,UnitedStatesofAmerica,6.7
Jeremiah,12/14/1998,"History,Drama","PatrickDempsey,KlausMariaBrandauer,LeonorVarela,OliverReed,AndreaOcchipinti",90,Italy,6.9
In the Name of the Italian People,12/18/1971,"Comedy,Crime,Drama","ElyGalleani,MicheleCimarosa,RenatoBaldini,SimonettaStefanelli,YvonneFurneaux",103,Italy,7.6
Identifying Features,11/27/2020,Drama,"MercedesHernández,DavidIllescas,JuanJesúsVarela,ArmandoGarcía,LauraElenaIbarra",95,"Mexico,Spain",7.3
"Hook, Line and Sinker",6/6/1969,Comedy,"PeterLawford,JerryLewis,AnneFrancis,JenniferEdwards,PedroGonzalezGonzalez",91,UnitedStatesofAmerica,5.3
Fortress of Amerikkka,8/1/1989,"Comedy,Action","RobertAxelrod,XavierBarquet,MarjeanHolden,WilliamJ.Kulzer,TroyFromin",100,UnitedStatesofAmerica,3.9
Ecstasy,1/20/1933,"Drama,Romance","HedyLamarr,AribertMog,JiříPlachý,JanSviták,JiřinaSteimarová",89,Czechoslovakia,6.6
"Stand Up Crabs, the Sea Is Rising!",8/17/1983,Comedy,"VéroniqueGenest,MartinLamotte,DominiqueLavanant,ValérieMairesse,VirginieThévenet",85,N/A,4.1
Cain &amp; Abel,10/7/1982,"Drama,Action","BabyDelgado,CarmiMartin,JoeJardy,ChristopherdeLeon,MonaLisa",109,Philippines,7
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,12/19/2018,Documentary,"Fab5Freddy,MichaelHolman,JimJarmusch,AlexisAdler,FeliceRosser",78,UnitedStatesofAmerica,6.6
Afternoon,9/12/2015,Documentary,"LeeKang-Sheng,TsaiMing-liang,",137,Taiwan,7.1
The Sea Beast,6/24/2022,"Family,Adventure,Fantasy,Animation","JaredHarris,KarlUrban,Zaris-AngelHator,MarianneJean-Baptiste,KathyBurke",115,"UnitedStatesofAmerica,Canada",7.1
Dirty Daddy: The Bob Saget Tribute,6/10/2022,Comedy,"JacksonBrowne,MichaelKeaton,SethGreen,JonLovitz,JimCarrey",83,UnitedStatesofAmerica,6.5
Trees of Peace,4/1/2021,"History,Drama","CharmaineBingwa,EvanAlex,EllaCannon,TongayiChirisa,ElaineUmuhire",97,UnitedStatesofAmerica,6.4
Chickenhare and the Hamster of Darkness,2/16/2022,"Adventure,Animation,Family,Comedy,Fantasy","DannyFehsenfeld,JoeOchman,DonteParis,",91,"France,Belgium",6.3
The Score,9/9/2021,"Music,Romance,Crime","JohnnyFlynn,NaomiAckie,LydiaWilson,LucianMsamati,WillPoulter",100,UnitedKingdom,4.9
The Walk,6/10/2022,Drama,"JustinChatwin,SallyKirkland,MalcolmMcDowell,JeremyPiven,TerrenceHoward",105,UnitedStatesofAmerica,4.7
Women of the White Buffalo,4/12/2022,Documentary,"SharonFoolBull,NaomiLastHorse,BryanDeans,RitaCoolidge,TatankaskawínSwiftbird",86,UnitedStatesofAmerica,6.1
The Simpsons: When Billie Met Lisa,4/22/2022,"Animation,Comedy,Music","BillieEilish,FinneasO'Connell,YeardleySmith,NancyCartwright,SunkrishBala",4,UnitedStatesofAmerica,5
Stand Out: An LGBTQ+ Celebration,6/9/2022,"Documentary,Comedy","BillyEichner,JamesAdomian,WandaSykes,EddieIzzard,RosieO'Donnell",96,UnitedStatesofAmerica,5.9
Peace by Chocolate,6/17/2021,"Drama,Comedy","DawnFord,DomenicDiRosa,MarkCamacho,AlikaAutran,KathrynKirkpatrick",96,Canada,6.7
My Fake Boyfriend,6/10/2022,"Comedy,Romance","SarahHyland,DylanSprouse,TriciaBlack,KarenRobinson,MatthewFinlan",100,Canada,4.9
I'm Charlie Walker,6/10/2022,Drama,"MikeColter,DylanBaker,MarkLeslieFord,MonicaBarbaro,StevenWiig",90,UnitedStatesofAmerica,4.4
Uncharted,1/1/2009,Horror,"JohnHillard,ErlindaNavarro,ShanaMontanez,DemetriusNavarro,CarlosMeza",78,N/A,2
The Pyramid,9/24/1976,Drama,"IraHawkins,JohnParker,MichaelAshe,JuneChristopher,CharleyBrown",90,UnitedStatesofAmerica,4.4
The Last Movie,9/29/1971,"Western,Drama","KrisKristofferson,StellaGarcia,ToniBasil,DennisHopper,JulieAdams",108,UnitedStatesofAmerica,6.1
The First Turn-On!!,11/4/1983,Comedy,"GoogyGress,VincentD'Onofrio,MitchellWhitfield,MarkTorgl,AlPia",88,UnitedStatesofAmerica,4.2
Sharks' Treasure,4/18/1975,Adventure,"DavidCanary,CliffOsmond,CornelWilde,RoxannaBonilla-Giannini,DavidGilliam",95,"NetherlandsAntilles,UnitedStatesofAmerica",4.8
Playing with Fire,2/19/1975,Drama,"ChristineBoisson,JacquesSeiler,JacquesDoniol-Valcroze,RobertFavart,NathalieZeiger",112,"France,Italy",5.9
